Files already downloaded and verified
Files already downloaded and verified
[(0, 25), (1, 25), (2, 25), (3, 25)]
************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch  69, time=  4.0s | Train: skip eval | Valid: time=  0.3s loss=1.215, TAw acc= 63.8% |
| Epoch  70, time=  3.9s | Train: skip eval | Valid: time=  0.3s loss=1.219, TAw acc= 63.6% |
| Epoch  71, time=  4.1s | Train: skip eval | Valid: time=  0.3s loss=1.210, TAw acc= 63.4% |
| Epoch  72, time=  4.0s | Train: skip eval | Valid: time=  0.3s loss=1.207, TAw acc= 63.7% | *
| Epoch  73, time=  4.0s | Train: skip eval | Valid: time=  0.3s loss=1.215, TAw acc= 63.4% |
| Epoch  74, time=  4.3s | Train: skip eval | Valid: time=  0.3s loss=1.228, TAw acc= 62.9% |
| Epoch  75, time=  4.1s | Train: skip eval | Valid: time=  0.3s loss=1.220, TAw acc= 63.3% |
| Epoch  76, time=  4.2s | Train: skip eval | Valid: time=  0.3s loss=1.219, TAw acc= 63.7% |
| Epoch  77, time=  4.1s | Train: skip eval | Valid: time=  0.3s loss=1.224, TAw acc= 63.3% | lr=1.4e-04
| Epoch  78, time=  4.2s | Train: skip eval | Valid: time=  0.3s loss=1.226, TAw acc= 62.6% |
| Epoch  79, time=  4.1s | Train: skip eval | Valid: time=  0.3s loss=1.210, TAw acc= 63.1% |
| Epoch  80, time=  4.1s | Train: skip eval | Valid: time=  0.3s loss=1.226, TAw acc= 63.1% |
| Epoch  81, time=  4.1s | Train: skip eval | Valid: time=  0.3s loss=1.210, TAw acc= 63.6% |
| Epoch  82, time=  4.2s | Train: skip eval | Valid: time=  0.3s loss=1.214, TAw acc= 63.1% | lr=4.6e-05
| Selected 500 train exemplars, time=  0.0s
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=1.290 | TAw acc= 57.9%, forg=  0.0%| TAg acc= 57.9%, forg=  0.0% <<<
Save at ../results/cifar100_icarl
************************************************************************************************************
Task  1
************************************************************************************************************
| Epoch   1, time=  6.0s | Train: skip eval | Valid: time=  0.4s loss=13.210, TAw acc= 33.8% | *
| Epoch   2, time=  5.9s | Train: skip eval | Valid: time=  0.4s loss=12.758, TAw acc= 42.0% | *
| Epoch   3, time=  5.7s | Train: skip eval | Valid: time=  0.5s loss=13.802, TAw acc= 37.3% |
| Epoch   4, time=  6.0s | Train: skip eval | Valid: time=  0.4s loss=14.265, TAw acc= 40.6% |
| Epoch   5, time=  5.9s | Train: skip eval | Valid: time=  0.5s loss=11.946, TAw acc= 47.9% | *
| Epoch   6, time=  5.7s | Train: skip eval | Valid: time=  0.4s loss=12.605, TAw acc= 45.6% |
| Epoch   7, time=  5.6s | Train: skip eval | Valid: time=  0.5s loss=12.140, TAw acc= 49.1% |
| Epoch   8, time=  5.8s | Train: skip eval | Valid: time=  0.5s loss=13.491, TAw acc= 47.6% |
| Epoch   9, time=  5.7s | Train: skip eval | Valid: time=  0.4s loss=11.746, TAw acc= 51.3% | *
| Epoch  10, time=  5.7s | Train: skip eval | Valid: time=  0.4s loss=12.121, TAw acc= 53.2% |
| Epoch  11, time=  5.6s | Train: skip eval | Valid: time=  0.4s loss=12.558, TAw acc= 45.7% |
| Epoch  12, time=  5.7s | Train: skip eval | Valid: time=  0.4s loss=12.233, TAw acc= 51.0% |
| Epoch  13, time=  5.7s | Train: skip eval | Valid: time=  0.5s loss=12.011, TAw acc= 48.2% |
| Epoch  14, time=  5.9s | Train: skip eval | Valid: time=  0.4s loss=12.595, TAw acc= 53.1% | lr=3.3e-02
| Epoch  15, time=  5.9s | Train: skip eval | Valid: time=  0.4s loss=10.880, TAw acc= 56.7% | *
| Epoch  16, time=  6.0s | Train: skip eval | Valid: time=  0.4s loss=10.914, TAw acc= 57.0% |
| Epoch  17, time=  5.7s | Train: skip eval | Valid: time=  0.4s loss=10.980, TAw acc= 55.1% |
| Epoch  18, time=  5.9s | Train: skip eval | Valid: time=  0.5s loss=10.954, TAw acc= 55.8% |
| Epoch  19, time=  6.0s | Train: skip eval | Valid: time=  0.5s loss=10.826, TAw acc= 58.1% | *
| Epoch  20, time=  5.7s | Train: skip eval | Valid: time=  0.4s loss=10.894, TAw acc= 58.1% |
| Epoch  21, time=  6.0s | Train: skip eval | Valid: time=  0.4s loss=11.231, TAw acc= 56.7% |
| Epoch  22, time=  6.1s | Train: skip eval | Valid: time=  0.4s loss=10.876, TAw acc= 57.8% |
| Epoch  23, time=  5.7s | Train: skip eval | Valid: time=  0.4s loss=10.823, TAw acc= 57.9% | *
| Epoch  24, time=  5.7s | Train: skip eval | Valid: time=  0.4s loss=10.962, TAw acc= 58.5% |
| Epoch  25, time=  5.8s | Train: skip eval | Valid: time=  0.4s loss=10.961, TAw acc= 57.3% |
| Epoch  26, time=  5.7s | Train: skip eval | Valid: time=  0.5s loss=10.857, TAw acc= 58.6% |
| Epoch  27, time=  5.9s | Train: skip eval | Valid: time=  0.4s loss=10.881, TAw acc= 56.5% |
| Epoch  28, time=  5.8s | Train: skip eval | Valid: time=  0.4s loss=11.390, TAw acc= 56.6% | lr=1.1e-02
| Epoch  29, time=  6.1s | Train: skip eval | Valid: time=  0.4s loss=10.655, TAw acc= 59.4% | *
| Epoch  30, time=  5.9s | Train: skip eval | Valid: time=  0.4s loss=10.676, TAw acc= 59.0% |
| Epoch  31, time=  5.8s | Train: skip eval | Valid: time=  0.4s loss=10.691, TAw acc= 58.3% |
| Epoch  32, time=  5.9s | Train: skip eval | Valid: time=  0.4s loss=10.686, TAw acc= 59.1% |
| Epoch  33, time=  5.7s | Train: skip eval | Valid: time=  0.4s loss=10.664, TAw acc= 59.9% |
| Epoch  34, time=  6.1s | Train: skip eval | Valid: time=  0.4s loss=10.651, TAw acc= 59.7% | *
| Epoch  35, time=  5.7s | Train: skip eval | Valid: time=  0.5s loss=10.652, TAw acc= 59.1% |
| Epoch  36, time=  5.8s | Train: skip eval | Valid: time=  0.4s loss=10.704, TAw acc= 59.8% |
| Epoch  37, time=  5.7s | Train: skip eval | Valid: time=  0.4s loss=10.696, TAw acc= 59.8% |
| Epoch  38, time=  5.8s | Train: skip eval | Valid: time=  0.4s loss=10.645, TAw acc= 60.1% | *
| Epoch  39, time=  5.7s | Train: skip eval | Valid: time=  0.5s loss=10.629, TAw acc= 61.1% | *
| Epoch  40, time=  5.9s | Train: skip eval | Valid: time=  0.4s loss=10.634, TAw acc= 60.2% |
| Epoch  41, time=  5.9s | Train: skip eval | Valid: time=  0.5s loss=10.688, TAw acc= 58.9% |
| Epoch  42, time=  6.1s | Train: skip eval | Valid: time=  0.4s loss=10.628, TAw acc= 60.2% | *
| Epoch  43, time=  5.9s | Train: skip eval | Valid: time=  0.4s loss=10.658, TAw acc= 58.6% |
| Epoch  44, time=  5.8s | Train: skip eval | Valid: time=  0.4s loss=10.662, TAw acc= 59.9% |
| Epoch  45, time=  5.8s | Train: skip eval | Valid: time=  0.4s loss=10.616, TAw acc= 61.2% | *
| Epoch  46, time=  5.6s | Train: skip eval | Valid: time=  0.4s loss=10.626, TAw acc= 60.6% |
| Epoch  47, time=  6.0s | Train: skip eval | Valid: time=  0.4s loss=10.631, TAw acc= 60.6% |
| Epoch  48, time=  5.7s | Train: skip eval | Valid: time=  0.4s loss=10.640, TAw acc= 59.6% |
| Epoch  49, time=  5.7s | Train: skip eval | Valid: time=  0.5s loss=10.660, TAw acc= 60.8% |
| Epoch  50, time=  5.7s | Train: skip eval | Valid: time=  0.4s loss=10.669, TAw acc= 60.8% | lr=3.7e-03
| Epoch  51, time=  5.8s | Train: skip eval | Valid: time=  0.4s loss=10.616, TAw acc= 60.5% | *
| Epoch  52, time=  5.8s | Train: skip eval | Valid: time=  0.4s loss=10.601, TAw acc= 60.3% | *
| Epoch  53, time=  5.9s | Train: skip eval | Valid: time=  0.5s loss=10.586, TAw acc= 60.8% | *
| Epoch  54, time=  6.0s | Train: skip eval | Valid: time=  0.4s loss=10.587, TAw acc= 61.1% |
| Epoch  55, time=  5.9s | Train: skip eval | Valid: time=  0.4s loss=10.591, TAw acc= 60.9% |
| Epoch  56, time=  5.9s | Train: skip eval | Valid: time=  0.4s loss=10.601, TAw acc= 60.7% |
| Epoch  57, time=  5.8s | Train: skip eval | Valid: time=  0.4s loss=10.587, TAw acc= 60.5% |
| Epoch  58, time=  5.9s | Train: skip eval | Valid: time=  0.5s loss=10.587, TAw acc= 61.1% | lr=1.2e-03
| Epoch  59, time=  6.0s | Train: skip eval | Valid: time=  0.4s loss=10.597, TAw acc= 60.7% |
| Epoch  60, time=  6.0s | Train: skip eval | Valid: time=  0.5s loss=10.608, TAw acc= 60.5% |
| Epoch  61, time=  6.0s | Train: skip eval | Valid: time=  0.4s loss=10.610, TAw acc= 59.8% |
| Epoch  62, time=  6.3s | Train: skip eval | Valid: time=  0.5s loss=10.604, TAw acc= 60.2% |
| Epoch  63, time=  5.8s | Train: skip eval | Valid: time=  0.4s loss=10.599, TAw acc= 60.6% | lr=4.1e-04
| Epoch  64, time=  6.0s | Train: skip eval | Valid: time=  0.4s loss=10.607, TAw acc= 60.1% |
| Epoch  65, time=  5.7s | Train: skip eval | Valid: time=  0.5s loss=10.603, TAw acc= 60.8% |
| Epoch  66, time=  5.7s | Train: skip eval | Valid: time=  0.4s loss=10.614, TAw acc= 59.7% |
| Epoch  67, time=  5.8s | Train: skip eval | Valid: time=  0.4s loss=10.591, TAw acc= 60.6% |
| Epoch  68, time=  5.9s | Train: skip eval | Valid: time=  0.5s loss=10.596, TAw acc= 60.6% | lr=1.4e-04
| Epoch  69, time=  5.7s | Train: skip eval | Valid: time=  0.4s loss=10.614, TAw acc= 60.1% |
| Epoch  70, time=  5.8s | Train: skip eval | Valid: time=  0.4s loss=10.598, TAw acc= 60.4% |
| Epoch  71, time=  5.7s | Train: skip eval | Valid: time=  0.4s loss=10.616, TAw acc= 60.6% |
| Epoch  72, time=  6.2s | Train: skip eval | Valid: time=  0.4s loss=10.598, TAw acc= 60.7% |
| Epoch  73, time=  5.8s | Train: skip eval | Valid: time=  0.4s loss=10.593, TAw acc= 60.7% | lr=4.6e-05
| Selected 1000 train exemplars, time=  0.0s
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=3.901 | TAw acc= 58.2%, forg= -0.4%| TAg acc= 50.5%, forg=  7.4% <<<
>>> Test on task  1 : loss=10.660 | TAw acc= 52.0%, forg=  0.0%| TAg acc= 40.2%, forg=  0.0% <<<
Save at ../results/cifar100_icarl
************************************************************************************************************
Task  2
************************************************************************************************************
| Epoch   1, time=  6.4s | Train: skip eval | Valid: time=  0.5s loss=18.617, TAw acc= 33.1% | *
| Epoch   2, time=  6.5s | Train: skip eval | Valid: time=  0.4s loss=19.906, TAw acc= 32.1% |
| Epoch   3, time=  6.6s | Train: skip eval | Valid: time=  0.5s loss=18.352, TAw acc= 41.6% | *
| Epoch   4, time=  6.5s | Train: skip eval | Valid: time=  0.4s loss=18.270, TAw acc= 42.7% | *
| Epoch   5, time=  6.6s | Train: skip eval | Valid: time=  0.5s loss=18.813, TAw acc= 41.1% |
| Epoch   6, time=  6.5s | Train: skip eval | Valid: time=  0.5s loss=18.780, TAw acc= 43.7% |
| Epoch   7, time=  6.4s | Train: skip eval | Valid: time=  0.5s loss=19.080, TAw acc= 45.0% |
| Epoch   8, time=  6.5s | Train: skip eval | Valid: time=  0.5s loss=20.313, TAw acc= 41.6% |
| Epoch   9, time=  6.4s | Train: skip eval | Valid: time=  0.5s loss=19.995, TAw acc= 45.0% | lr=3.3e-02
| Epoch  10, time=  6.6s | Train: skip eval | Valid: time=  0.5s loss=16.850, TAw acc= 48.8% | *
| Epoch  11, time=  6.5s | Train: skip eval | Valid: time=  0.5s loss=16.939, TAw acc= 48.6% |
| Epoch  12, time=  6.6s | Train: skip eval | Valid: time=  0.5s loss=16.927, TAw acc= 48.3% |
| Epoch  13, time=  6.6s | Train: skip eval | Valid: time=  0.5s loss=16.871, TAw acc= 48.4% |
| Epoch  14, time=  6.7s | Train: skip eval | Valid: time=  0.5s loss=16.675, TAw acc= 48.6% | *
| Epoch  15, time=  6.9s | Train: skip eval | Valid: time=  0.5s loss=16.916, TAw acc= 49.4% |
| Epoch  16, time=  6.8s | Train: skip eval | Valid: time=  0.5s loss=16.737, TAw acc= 50.2% |
| Epoch  17, time=  6.7s | Train: skip eval | Valid: time=  0.5s loss=16.799, TAw acc= 51.4% |
| Epoch  18, time=  7.0s | Train: skip eval | Valid: time=  0.5s loss=16.711, TAw acc= 50.8% |
| Epoch  19, time=  6.6s | Train: skip eval | Valid: time=  0.5s loss=16.851, TAw acc= 49.8% | lr=1.1e-02
| Epoch  20, time=  6.5s | Train: skip eval | Valid: time=  0.5s loss=16.457, TAw acc= 50.2% | *
| Epoch  21, time=  6.6s | Train: skip eval | Valid: time=  0.5s loss=16.461, TAw acc= 50.2% |
| Epoch  22, time=  6.5s | Train: skip eval | Valid: time=  0.4s loss=16.444, TAw acc= 50.1% | *
| Epoch  23, time=  6.5s | Train: skip eval | Valid: time=  0.5s loss=16.454, TAw acc= 50.9% |
| Epoch  24, time=  6.5s | Train: skip eval | Valid: time=  0.4s loss=16.465, TAw acc= 51.0% |
| Epoch  25, time=  6.7s | Train: skip eval | Valid: time=  0.5s loss=16.476, TAw acc= 50.8% |
| Epoch  26, time=  6.9s | Train: skip eval | Valid: time=  0.4s loss=16.436, TAw acc= 51.1% | *
| Epoch  27, time=  6.5s | Train: skip eval | Valid: time=  0.5s loss=16.455, TAw acc= 50.8% |
| Epoch  28, time=  6.5s | Train: skip eval | Valid: time=  0.5s loss=16.434, TAw acc= 51.0% | *
| Epoch  29, time=  6.5s | Train: skip eval | Valid: time=  0.5s loss=16.443, TAw acc= 51.2% |
| Epoch  30, time=  6.5s | Train: skip eval | Valid: time=  0.5s loss=16.423, TAw acc= 51.7% | *
| Epoch  31, time=  6.9s | Train: skip eval | Valid: time=  0.5s loss=16.411, TAw acc= 51.2% | *
| Epoch  32, time=  6.4s | Train: skip eval | Valid: time=  0.5s loss=16.414, TAw acc= 51.6% |
| Epoch  33, time=  6.5s | Train: skip eval | Valid: time=  0.5s loss=16.467, TAw acc= 51.0% |
| Epoch  34, time=  6.4s | Train: skip eval | Valid: time=  0.4s loss=16.450, TAw acc= 50.6% |
| Epoch  35, time=  6.5s | Train: skip eval | Valid: time=  0.5s loss=16.408, TAw acc= 52.1% | *
| Epoch  36, time=  6.6s | Train: skip eval | Valid: time=  0.5s loss=16.416, TAw acc= 51.8% |
| Epoch  37, time=  6.5s | Train: skip eval | Valid: time=  0.4s loss=16.523, TAw acc= 51.0% |
| Epoch  38, time=  6.5s | Train: skip eval | Valid: time=  0.4s loss=16.418, TAw acc= 51.8% |
| Epoch  39, time=  6.4s | Train: skip eval | Valid: time=  0.5s loss=16.487, TAw acc= 51.8% |
| Epoch  40, time=  6.6s | Train: skip eval | Valid: time=  0.4s loss=16.407, TAw acc= 52.4% | *
| Epoch  41, time=  6.5s | Train: skip eval | Valid: time=  0.5s loss=16.421, TAw acc= 52.8% |
| Epoch  42, time=  6.5s | Train: skip eval | Valid: time=  0.5s loss=16.397, TAw acc= 52.5% | *
| Epoch  43, time=  6.5s | Train: skip eval | Valid: time=  0.4s loss=16.409, TAw acc= 52.8% |
| Epoch  44, time=  6.4s | Train: skip eval | Valid: time=  0.5s loss=16.407, TAw acc= 52.6% |
| Epoch  45, time=  6.5s | Train: skip eval | Valid: time=  0.5s loss=16.419, TAw acc= 52.9% |
| Epoch  46, time=  6.5s | Train: skip eval | Valid: time=  0.5s loss=16.427, TAw acc= 52.4% |
| Epoch  47, time=  6.5s | Train: skip eval | Valid: time=  0.4s loss=16.387, TAw acc= 52.2% | *
| Epoch  48, time=  6.5s | Train: skip eval | Valid: time=  0.5s loss=16.384, TAw acc= 52.3% | *
| Epoch  49, time=  6.6s | Train: skip eval | Valid: time=  0.5s loss=16.438, TAw acc= 53.0% |
| Epoch  50, time=  6.5s | Train: skip eval | Valid: time=  0.5s loss=16.383, TAw acc= 52.3% | *
| Epoch  51, time=  6.6s | Train: skip eval | Valid: time=  0.5s loss=16.388, TAw acc= 52.6% |
| Epoch  52, time=  6.6s | Train: skip eval | Valid: time=  0.5s loss=16.396, TAw acc= 54.0% |
| Epoch  53, time=  6.7s | Train: skip eval | Valid: time=  0.5s loss=16.384, TAw acc= 53.3% |
| Epoch  54, time=  6.5s | Train: skip eval | Valid: time=  0.5s loss=16.390, TAw acc= 53.4% |
| Epoch  55, time=  6.5s | Train: skip eval | Valid: time=  0.5s loss=16.427, TAw acc= 52.8% | lr=3.7e-03
| Epoch  56, time=  6.8s | Train: skip eval | Valid: time=  0.4s loss=16.346, TAw acc= 53.4% | *
| Epoch  57, time=  6.8s | Train: skip eval | Valid: time=  0.5s loss=16.361, TAw acc= 53.4% |
| Epoch  58, time=  6.6s | Train: skip eval | Valid: time=  0.5s loss=16.354, TAw acc= 52.5% |
| Epoch  59, time=  6.6s | Train: skip eval | Valid: time=  0.5s loss=16.350, TAw acc= 53.1% |
| Epoch  60, time=  6.6s | Train: skip eval | Valid: time=  0.5s loss=16.340, TAw acc= 54.0% | *
| Epoch  61, time=  6.8s | Train: skip eval | Valid: time=  0.4s loss=16.355, TAw acc= 53.1% |
| Epoch  62, time=  6.8s | Train: skip eval | Valid: time=  0.5s loss=16.334, TAw acc= 53.1% | *
| Epoch  63, time=  6.7s | Train: skip eval | Valid: time=  0.5s loss=16.349, TAw acc= 53.3% |
| Epoch  64, time=  6.8s | Train: skip eval | Valid: time=  0.5s loss=16.367, TAw acc= 53.4% |
| Epoch  65, time=  6.8s | Train: skip eval | Valid: time=  0.5s loss=16.354, TAw acc= 53.2% |
| Epoch  66, time=  6.8s | Train: skip eval | Valid: time=  0.5s loss=16.339, TAw acc= 54.1% |
| Epoch  67, time=  6.8s | Train: skip eval | Valid: time=  0.5s loss=16.349, TAw acc= 53.3% | lr=1.2e-03
| Epoch  68, time=  6.8s | Train: skip eval | Valid: time=  0.5s loss=16.345, TAw acc= 53.6% |
| Epoch  69, time=  6.7s | Train: skip eval | Valid: time=  0.5s loss=16.354, TAw acc= 52.9% |
| Epoch  70, time=  6.9s | Train: skip eval | Valid: time=  0.5s loss=16.358, TAw acc= 53.1% |
| Epoch  71, time=  6.8s | Train: skip eval | Valid: time=  0.5s loss=16.339, TAw acc= 53.2% |
| Epoch  72, time=  6.8s | Train: skip eval | Valid: time=  0.5s loss=16.346, TAw acc= 53.2% | lr=4.1e-04
| Epoch  73, time=  6.7s | Train: skip eval | Valid: time=  0.5s loss=16.343, TAw acc= 53.4% |
| Epoch  74, time=  6.7s | Train: skip eval | Valid: time=  0.5s loss=16.350, TAw acc= 53.5% |
| Epoch  75, time=  6.7s | Train: skip eval | Valid: time=  0.5s loss=16.355, TAw acc= 53.5% |
| Epoch  76, time=  6.7s | Train: skip eval | Valid: time=  0.5s loss=16.338, TAw acc= 53.4% |
| Epoch  77, time=  6.7s | Train: skip eval | Valid: time=  0.5s loss=16.342, TAw acc= 53.8% | lr=1.4e-04
| Epoch  78, time=  6.7s | Train: skip eval | Valid: time=  0.5s loss=16.338, TAw acc= 53.8% |
| Epoch  79, time=  6.7s | Train: skip eval | Valid: time=  0.5s loss=16.364, TAw acc= 53.6% |
| Epoch  80, time=  6.8s | Train: skip eval | Valid: time=  0.5s loss=16.357, TAw acc= 53.2% |
| Epoch  81, time=  6.5s | Train: skip eval | Valid: time=  0.5s loss=16.348, TAw acc= 53.3% |
| Epoch  82, time=  6.6s | Train: skip eval | Valid: time=  0.5s loss=16.348, TAw acc= 52.9% | lr=4.6e-05
| Selected 1500 train exemplars, time=  0.0s
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=5.502 | TAw acc= 58.4%, forg= -0.2%| TAg acc= 46.0%, forg= 11.8% <<<
>>> Test on task  1 : loss=12.998 | TAw acc= 52.6%, forg= -0.6%| TAg acc= 36.0%, forg=  4.2% <<<
